name,mos
banana_gQP_1_tQP_1.ply,60.30135594
banana_gQP_1_tQP_2.ply,56.05951863
banana_gQP_1_tQP_3.ply,52.14230175
banana_gQP_2_tQP_1.ply,43.47696839
banana_gQP_2_tQP_2.ply,43.98226716
banana_gQP_2_tQP_3.ply,39.80857854
banana_gQP_3_tQP_1.ply,29.10726664
banana_gQP_3_tQP_2.ply,23.95632388
banana_gQP_3_tQP_3.ply,22.65939287
banana_gsigma_0_tsigma_16.ply,60.4722494
banana_gsigma_0_tsigma_32.ply,40.11307634
banana_gsigma_0_tsigma_8.ply,83.0931383
banana_gsigma_2_tsigma_16.ply,49.66770221
banana_gsigma_2_tsigma_32.ply,31.34629454
banana_gsigma_2_tsigma_8.ply,50.75512514
banana_gsigma_4_tsigma_16.ply,27.01710822
banana_gsigma_4_tsigma_32.ply,23.38349674
banana_gsigma_4_tsigma_8.ply,31.97703197
banana_level_7.ply,7.109028314
banana_level_8.ply,23.08348257
banana_level_9.ply,89.49153987
banana_pqs_1_qs_16_rounded.ply,82.92557282
banana_pqs_1_qs_32_rounded.ply,78.10954901
banana_pqs_1_qs_48_rounded.ply,61.89404966
banana_pqs_1_qs_64_rounded.ply,40.01541846
banana_tsl_4_tqs_128.ply,52.49538462
banana_tsl_4_tqs_256.ply,34.18431286
banana_tsl_4_tqs_512.ply,29.94302564
banana_tsl_4_tqs_64.ply,54.12092417
banana_tsl_6_tqs_128.ply,79.9250077
banana_tsl_6_tqs_256.ply,61.62952635
banana_tsl_6_tqs_512.ply,35.85265105
banana_tsl_6_tqs_64.ply,83.18362987
banana_tsl_8_tqs_128.ply,86.14465436
banana_tsl_8_tqs_256.ply,61.90144929
banana_tsl_8_tqs_512.ply,38.96808477
banana_tsl_8_tqs_64.ply,84.62807112
cauliflower_gQP_1_tQP_1.ply,87.62483924
cauliflower_gQP_1_tQP_2.ply,69.93401821
cauliflower_gQP_1_tQP_3.ply,55.86648008
cauliflower_gQP_2_tQP_1.ply,77.6400648
cauliflower_gQP_2_tQP_2.ply,61.72646927
cauliflower_gQP_2_tQP_3.ply,50.22284116
cauliflower_gQP_3_tQP_1.ply,34.47364814
cauliflower_gQP_3_tQP_2.ply,27.41161955
cauliflower_gQP_3_tQP_3.ply,30.23139757
cauliflower_gsigma_0_tsigma_16.ply,57.42510381
cauliflower_gsigma_0_tsigma_32.ply,40.19071723
cauliflower_gsigma_0_tsigma_8.ply,77.76226833
cauliflower_gsigma_2_tsigma_16.ply,53.13171917
cauliflower_gsigma_2_tsigma_32.ply,31.36818616
cauliflower_gsigma_2_tsigma_8.ply,64.1622967
cauliflower_gsigma_4_tsigma_16.ply,44.40470161
cauliflower_gsigma_4_tsigma_32.ply,27.32584159
cauliflower_gsigma_4_tsigma_8.ply,47.85717299
cauliflower_level_7.ply,8.793459623
cauliflower_level_8.ply,16.03060304
cauliflower_level_9.ply,74.68114942
cauliflower_pqs_1_qs_16_rounded.ply,90.03846164
cauliflower_pqs_1_qs_32_rounded.ply,63.72945614
cauliflower_pqs_1_qs_48_rounded.ply,27.07846018
cauliflower_pqs_1_qs_64_rounded.ply,14.40334861
cauliflower_tsl_4_tqs_128.ply,42.18869294
cauliflower_tsl_4_tqs_256.ply,33.13006869
cauliflower_tsl_4_tqs_512.ply,26.6104176
cauliflower_tsl_4_tqs_64.ply,61.90399729
cauliflower_tsl_6_tqs_128.ply,64.27065355
cauliflower_tsl_6_tqs_256.ply,41.86633972
cauliflower_tsl_6_tqs_512.ply,29.74216566
cauliflower_tsl_6_tqs_64.ply,75.53395733
cauliflower_tsl_8_tqs_128.ply,79.76526676
cauliflower_tsl_8_tqs_256.ply,43.98790896
cauliflower_tsl_8_tqs_512.ply,27.74439609
cauliflower_tsl_8_tqs_64.ply,92.85136908
mushroom_gQP_1_tQP_1.ply,77.73240747
mushroom_gQP_1_tQP_2.ply,43.61266042
mushroom_gQP_1_tQP_3.ply,36.81092275
mushroom_gQP_2_tQP_1.ply,60.55695582
mushroom_gQP_2_tQP_2.ply,46.37013719
mushroom_gQP_2_tQP_3.ply,30.96539789
mushroom_gQP_3_tQP_1.ply,30.04520696
mushroom_gQP_3_tQP_2.ply,26.24890703
mushroom_gQP_3_tQP_3.ply,20.3048466
mushroom_gsigma_0_tsigma_16.ply,75.09878823
mushroom_gsigma_0_tsigma_32.ply,49.35994386
mushroom_gsigma_0_tsigma_8.ply,94.30498452
mushroom_gsigma_2_tsigma_16.ply,46.54985717
mushroom_gsigma_2_tsigma_32.ply,38.48644541
mushroom_gsigma_2_tsigma_8.ply,53.853365
mushroom_gsigma_4_tsigma_16.ply,37.94959663
mushroom_gsigma_4_tsigma_32.ply,25.0118684
mushroom_gsigma_4_tsigma_8.ply,43.44282972
mushroom_level_7.ply,3.822951858
mushroom_level_8.ply,14.84418465
mushroom_level_9.ply,60.86093383
mushroom_pqs_1_qs_16_rounded.ply,89.21731077
mushroom_pqs_1_qs_32_rounded.ply,67.34013651
mushroom_pqs_1_qs_48_rounded.ply,44.95037706
mushroom_pqs_1_qs_64_rounded.ply,36.25293665
mushroom_tsl_4_tqs_128.ply,25.11673039
mushroom_tsl_4_tqs_256.ply,23.09139883
mushroom_tsl_4_tqs_512.ply,15.51013445
mushroom_tsl_4_tqs_64.ply,30.03413945
mushroom_tsl_6_tqs_128.ply,48.06095734
mushroom_tsl_6_tqs_256.ply,31.50071671
mushroom_tsl_6_tqs_512.ply,19.43317801
mushroom_tsl_6_tqs_64.ply,67.31096329
mushroom_tsl_8_tqs_128.ply,67.67772932
mushroom_tsl_8_tqs_256.ply,40.49803148
mushroom_tsl_8_tqs_512.ply,25.02467546
mushroom_tsl_8_tqs_64.ply,88.27427314
pineapple_gQP_1_tQP_1.ply,80.61949084
pineapple_gQP_1_tQP_2.ply,63.4549413
pineapple_gQP_1_tQP_3.ply,46.0406663
pineapple_gQP_2_tQP_1.ply,65.78228073
pineapple_gQP_2_tQP_2.ply,50.05562483
pineapple_gQP_2_tQP_3.ply,34.38091608
pineapple_gQP_3_tQP_1.ply,49.76449396
pineapple_gQP_3_tQP_2.ply,48.87305811
pineapple_gQP_3_tQP_3.ply,32.0423144
pineapple_gsigma_0_tsigma_16.ply,71.00193693
pineapple_gsigma_0_tsigma_32.ply,46.79505656
pineapple_gsigma_0_tsigma_8.ply,84.52102377
pineapple_gsigma_2_tsigma_16.ply,46.57022418
pineapple_gsigma_2_tsigma_32.ply,33.10576109
pineapple_gsigma_2_tsigma_8.ply,54.34960733
pineapple_gsigma_4_tsigma_16.ply,37.64440405
pineapple_gsigma_4_tsigma_32.ply,32.97754017
pineapple_gsigma_4_tsigma_8.ply,39.16435793
pineapple_level_7.ply,2.239905326
pineapple_level_8.ply,19.29522572
pineapple_level_9.ply,68.22419612
pineapple_pqs_1_qs_16_rounded.ply,87.77451825
pineapple_pqs_1_qs_32_rounded.ply,68.39850184
pineapple_pqs_1_qs_48_rounded.ply,39.87160473
pineapple_pqs_1_qs_64_rounded.ply,23.88089977
pineapple_tsl_4_tqs_128.ply,63.26745992
pineapple_tsl_4_tqs_256.ply,38.95716868
pineapple_tsl_4_tqs_512.ply,22.17458195
pineapple_tsl_4_tqs_64.ply,72.74186109
pineapple_tsl_6_tqs_128.ply,54.87963725
pineapple_tsl_6_tqs_256.ply,42.95864394
